Wall time,Step,Value
1557617652.5772245,1000,15.163000106811523
1557617805.1373968,2000,16.433000564575195
1557617957.7624218,3000,16.209999084472656
1557618105.8472133,4000,15.791000366210938
1557618257.9853327,5000,16.11199951171875
1557618404.6509523,6000,15.732000350952148
1557618566.6422062,7000,17.283000946044922
1557618720.4325626,8000,16.288000106811523
1557618876.7846231,9000,16.445999145507812
1557619031.5766587,10000,16.464000701904297
1557619191.0305285,11000,16.56399917602539
1557619344.7398188,12000,16.19499969482422
1557619499.3205748,13000,16.4060001373291
1557619656.5390341,14000,16.445999145507812
1557619815.8029044,15000,16.886999130249023
1557619976.4398386,16000,16.801000595092773
1557620130.0751572,17000,16.124000549316406
1557620291.2167299,18000,16.82900047302246
1557620449.3755622,19000,16.518999099731445
1557620607.7563126,20000,16.690000534057617
1557620769.3331134,21000,16.83099937438965
1557620926.9741325,22000,16.461999893188477
1557621089.1680517,23000,17.03700065612793
1557621248.7957065,24000,16.732999801635742
1557621408.4426162,25000,16.774999618530273
1557621569.5249107,26000,16.774999618530273
1557621735.093732,27000,17.257999420166016
1557621907.0713727,28000,18.190000534057617
1557622067.5938005,29000,16.781999588012695
1557622229.9675858,30000,17.048999786376953
1557622389.5025218,31000,16.738000869750977
1557622551.1011088,32000,16.815000534057617
1557622719.1313136,33000,17.474000930786133
1557622885.1181347,34000,17.433000564575195
1557623048.330453,35000,17.165000915527344
1557623216.9458573,36000,17.47599983215332
1557623382.5202518,37000,17.408000946044922
1557623538.7790859,38000,16.514999389648438
1557623700.401486,39000,16.849000930786133
1557623864.8161223,40000,17.104999542236328
1557624025.4505239,41000,17.025999069213867
1557624189.7460935,42000,17.20599937438965
1557624355.6300616,43000,17.4950008392334
1557624515.101158,44000,16.694000244140625
1557624672.3013775,45000,16.59000015258789
1557624838.7502773,46000,17.701000213623047
1557625008.7265863,47000,18.027000427246094
1557625174.4469016,48000,17.274999618530273
1557625342.6012392,49000,17.663999557495117
1557625512.9154954,50000,18.03700065612793
1557625680.9619136,51000,17.959999084472656
1557625841.337408,52000,16.881000518798828
1557626005.407005,53000,17.05699920654297
1557626174.074089,54000,17.81999969482422
1557626335.2379568,55000,16.746000289916992
1557626503.6750143,56000,17.753999710083008
1557626669.0391428,57000,17.527999877929688
1557626834.9155104,58000,17.079999923706055
1557627003.281635,59000,17.618000030517578
1557627166.7650194,60000,16.76300048828125
1557627334.893011,61000,17.104000091552734
1557627504.6413207,62000,17.73200035095215
1557627667.0936394,63000,17.06599998474121
1557627833.3520336,64000,17.45199966430664
1557627996.2030985,65000,17.155000686645508
1557628163.0821586,66000,17.69300079345703
1557628325.0217314,67000,17.270000457763672
1557628493.0620708,68000,17.731000900268555
1557628660.405236,69000,17.64900016784668
1557628827.366882,70000,17.68600082397461
1557628994.746021,71000,17.586000442504883
1557629166.9111278,72000,18.152999877929688
1557629332.05131,73000,17.399999618530273
1557629499.0813563,74000,17.422000885009766
1557629664.908577,75000,17.590999603271484
1557629829.7827597,76000,17.21500015258789
1557629994.3524358,77000,17.32900047302246
1557630162.4561076,78000,17.6299991607666
1557630328.6709285,79000,17.674999237060547
1557630491.803193,80000,17.253000259399414
1557630656.3075092,81000,17.378999710083008
1557630818.7319627,82000,17.246000289916992
1557630984.9660356,83000,17.566999435424805
1557631151.1555235,84000,17.54400062561035
1557631325.5155063,85000,18.23699951171875
1557631495.7223487,86000,17.660999298095703
1557631644.7252185,87000,18.139999389648438
1557631786.1108725,88000,17.52899932861328
1557631928.265138,89000,17.68400001525879
1557632063.7780259,90000,16.756999969482422
1557632204.9812794,91000,17.56100082397461
1557632348.414877,92000,17.868000030517578
1557632499.7560105,93000,18.812999725341797
1557632641.4355304,94000,17.511999130249023
1557632783.6967027,95000,17.81100082397461
1557632930.2625093,96000,18.16699981689453
1557633071.447523,97000,17.589000701904297
1557633213.8936286,98000,17.92300033569336
1557633358.9049845,99000,18.2189998626709
1557633500.7238376,99999,17.59600067138672
