Wall time,Step,Value
1558385333.959048,100,27.028913497924805
1558385346.1144624,200,40.32547378540039
1558385359.4572942,300,34.03459167480469
1558385371.409597,400,29.91322898864746
1558385384.6358416,500,40.525611877441406
1558385397.8019147,600,29.732023239135742
1558385410.0979438,700,31.26308822631836
1558385421.4721625,800,40.338775634765625
1558385433.5650792,900,29.670604705810547
1558385447.9234662,1000,29.680381774902344
1558385458.9695823,1100,40.676605224609375
1558385472.7186358,1200,29.431827545166016
1558385485.6763775,1300,29.88916778564453
1558385497.8645985,1400,29.32892417907715
1558385510.6762216,1500,27.000356674194336
1558385522.5191526,1600,29.872520446777344
1558385534.4558318,1700,27.00336265563965
1558385547.3182285,1800,29.61429214477539
1558385561.5582871,1900,40.374534606933594
1558385574.791752,2000,40.58147430419922
1558385587.962721,2100,33.951934814453125
1558385600.352494,2200,29.624862670898438
1558385613.42972,2300,40.574127197265625
1558385625.803869,2400,34.568031311035156
1558385641.41217,2500,29.262981414794922
1558385656.5205061,2600,29.665348052978516
1558385673.6599517,2700,34.596492767333984
1558385690.5337908,2800,37.233943939208984
1558385705.9233577,2900,29.65941619873047
1558385721.6566517,3000,31.563526153564453
1558385736.108781,3100,29.779325485229492
1558385753.8263128,3200,29.667470932006836
1558385769.6533484,3300,29.530567169189453
1558385785.855359,3400,27.997699737548828
1558385802.4010968,3500,40.43930435180664
1558385818.3218756,3600,29.572906494140625
1558385833.9614248,3700,29.340238571166992
1558385852.3039134,3800,27.003623962402344
1558385868.162198,3900,29.576894760131836
1558385884.239217,4000,29.313274383544922
1558385900.988067,4100,29.75572967529297
1558385918.8305886,4200,29.605663299560547
1558385935.0325983,4300,29.542823791503906
1558385951.7658226,4400,36.68331527709961
1558385967.0147736,4500,29.637039184570312
1558385982.8418102,4600,29.61362075805664
1558385998.7313414,4700,29.599193572998047
1558386010.7148938,4800,40.663570404052734
1558386023.0812237,4900,37.480308532714844
1558386036.007778,5000,37.649776458740234
1558386048.6787848,5100,33.659767150878906
1558386061.7403817,5200,29.72467613220215
1558386075.0519655,5300,29.68280601501465
1558386088.5822854,5400,29.66567611694336
1558386101.5501442,5500,29.77625846862793
1558386113.7055576,5600,29.692989349365234
1558386126.5100095,5700,29.73925018310547
1558386141.3243198,5800,29.67665672302246
1558386154.6046553,5900,29.541540145874023
1558386167.5881464,6000,29.761066436767578
1558386182.259004,6100,29.657255172729492
1558386195.0706222,6200,37.25542449951172
1558386208.6763825,6300,28.880842208862305
1558386221.9698606,6400,29.765193939208984
1558386235.3439393,6500,37.5047492980957
1558386250.2022922,6600,29.427841186523438
1558386264.4981847,6700,34.55723571777344
1558386278.6378367,6800,37.65513610839844
1558386293.293083,6900,37.59889221191406
1558386305.5734847,7000,29.63238525390625
1558386321.525512,7100,30.323135375976562
1558386338.9149406,7200,29.56568717956543
1558386355.5856695,7300,29.655086517333984
1558386370.6627564,7400,39.23101806640625
1558386385.5679843,7500,30.223363876342773
1558386401.7543676,7600,29.522354125976562
1558386418.0969937,7700,29.080665588378906
1558386434.955211,7800,29.712888717651367
1558386452.6727412,7900,29.762020111083984
1558386469.8278105,8000,29.405723571777344
1558386486.7485213,8100,29.59809112548828
1558386503.7786012,8200,39.38916015625
1558386521.2773974,8300,37.56786346435547
1558386538.2606044,8400,29.620662689208984
1558386554.6344779,8500,29.670743942260742
1558386573.2581966,8600,29.64873504638672
1558386589.8820548,8700,29.71526336669922
1558386606.802764,8800,27.12863540649414
1558386624.5984163,8900,29.62383270263672
1558386641.3628864,9000,30.104421615600586
1558386656.361856,9100,27.002010345458984
1558386674.3918655,9200,30.259689331054688
1558386690.6563706,9300,29.743553161621094
1558386706.1865525,9400,37.34144592285156
1558386723.3572476,9500,29.758747100830078
1558386741.0747886,9600,29.46323013305664
1558386757.8080022,9700,29.63100242614746
1558386775.041193,9800,29.62093734741211
1558386789.1808465,9900,29.674274444580078
1558386802.4363935,9999,29.426305770874023
