Wall time,Step,Value
1556613464.482011,1000,0.13733090460300446
1556613612.6471784,2000,0.15355108678340912
1556613771.6200113,3000,0.07220648974180222
1556613935.750697,4000,0.11605864763259888
1556614083.481259,5000,0.11097454279661179
1556614249.1909447,6000,0.08977621048688889
1556614417.7556584,7000,0.15592724084854126
1556614633.653088,8000,0.11438804119825363
1556614848.8702497,9000,0.07371091097593307
1556615051.693621,10000,0.07990143448114395
1556615255.5743864,11000,0.06250566989183426
1556615459.6811416,12000,0.07203032821416855
1556615696.3680243,13000,0.19344015419483185
1556615909.068661,14000,0.1517987698316574
1556616118.729849,15000,0.06771739572286606
1556616318.4123917,16000,0.03544320911169052
1556616524.1226525,17000,0.0739045962691307
1556616714.3476424,18000,0.06364593654870987
1556616890.8753273,19000,0.07950829714536667
1556617072.363646,20000,0.08536658436059952
1556617279.314784,21000,0.05380353331565857
1556617509.5087693,22000,0.07097487896680832
1556617722.573441,23000,0.14295600354671478
1556617939.929695,24000,18.10895347595215
1556618162.5824502,25000,0.026929223909974098
1556618381.4488108,26000,0.054980456829071045
1556618584.6694846,27000,0.044876955449581146
1556618784.7884302,28000,0.0683746337890625
1556618993.1479127,29000,0.06412286311388016
1556619203.6580591,30000,0.0646124854683876
1556619418.4866564,31000,0.06278259307146072
1556619619.02928,32000,0.05341154336929321
1556619815.3236349,33000,0.06700240075588226
1556619979.498531,34000,0.05816301330924034
1556620162.3649595,35000,0.07150905579328537
1556620347.0928586,36000,0.07846826314926147
1556620525.5630345,37000,18.451696395874023
1556620698.5438385,38000,0.05874650552868843
1556620949.0016239,39000,0.053831424564123154
1556621182.2873018,40000,0.0825844407081604
1556621404.3265433,41000,0.04497380182147026
1556621644.5729973,42000,0.07216040045022964
1556621851.6970906,43000,0.08332139998674393
1556622051.1629725,44000,0.05128522589802742
1556622251.564483,45000,0.08405634015798569
1556622452.7533736,46000,0.03932783752679825
1556622666.326606,47000,0.06691592931747437
1556622874.8061056,48000,0.06538299471139908
1556623091.0212145,49000,0.059542782604694366
1556623314.442012,50000,0.06623633205890656
1556623532.375367,51000,0.13723380863666534
1556623740.612136,52000,0.05123790726065636
1556623947.1813374,53000,0.05830736830830574
1556624155.5673676,54000,18.32654571533203
1556624359.271392,55000,0.18172426521778107
1556624574.356534,56000,0.0738062709569931
1556624806.496014,57000,0.07312078028917313
1556625026.5344384,58000,0.059958647936582565
1556625231.614498,59000,0.1083703562617302
1556625431.6836512,60000,0.04811833053827286
1556625633.2402363,61000,0.06649133563041687
1556625840.3945458,62000,0.06246525049209595
1556626044.778673,63000,0.06980940699577332
1556626250.8853369,64000,0.05480575188994408
1556626457.8137524,65000,0.07357858121395111
1556626661.8940387,66000,18.458145141601562
1556626865.9490864,67000,0.0579046905040741
1556627073.9437976,68000,0.05784635618329048
1556627278.5177076,69000,0.06933006644248962
1556627469.4933677,70000,0.05175398662686348
1556627644.8045068,71000,0.07514279335737228
1556627816.125909,72000,0.06953690946102142
1556627958.2318044,73000,18.635622024536133
1556628103.5437527,74000,0.04964504390954971
1556628247.5023263,75000,0.05958905816078186
1556628391.8588915,76000,18.471961975097656
1556628534.2468843,77000,0.09069211035966873
1556628677.2453408,78000,0.05846300721168518
1556628820.3560014,79000,0.060912828892469406
1556628960.3344088,80000,0.15076401829719543
1556629094.2554839,81000,0.053107887506484985
1556629205.6423123,82000,0.05728696659207344
1556629317.542578,83000,0.06103428080677986
1556629428.1796901,84000,0.06073404476046562
1556629539.3623772,85000,0.06311921775341034
1556629649.1945388,86000,18.038938522338867
1556629760.6141467,87000,0.05877242609858513
1556629869.5077553,88000,0.07096458226442337
1556629979.4254105,89000,18.175878524780273
1556630087.5658596,90000,18.310155868530273
1556630195.1712615,91000,0.05004718527197838
1556630303.8846378,92000,18.398664474487305
1556630412.4385488,93000,18.37436294555664
1556630520.9671934,94000,0.03993522375822067
1556630619.9458466,95000,0.12479358911514282
1556630711.5102317,96000,0.06282494962215424
1556630802.9328604,97000,0.07401593774557114
1556630894.4217925,98000,0.060664284974336624
1556630986.2884502,99000,0.06021261215209961
1556631077.3735938,99999,0.06471295654773712
