Wall time,Step,Value
1553682835.1879945,1000,1.1319999694824219
1553682932.9935317,2000,1.1579999923706055
1553683031.1271298,3000,1.1480000019073486
1553683129.9325728,4000,1.1160000562667847
1553683233.8626513,5000,1.1749999523162842
1553683438.1449409,6000,1.184000015258789
1553683563.6984751,7000,1.184000015258789
1553683682.7681,8000,1.2059999704360962
1553683812.8277564,9000,1.225000023841858
1553683936.131451,10000,1.2079999446868896
1553684067.7626774,11000,1.309000015258789
1553684216.5645533,12000,1.2860000133514404
1553684363.5111978,13000,1.2740000486373901
1553684493.0956936,14000,1.2410000562667847
1553684617.7430444,15000,1.2920000553131104
1553684767.2334769,16000,1.3179999589920044
1553684918.753909,17000,1.3600000143051147
1553685050.666364,18000,1.3849999904632568
1553685179.0165732,19000,1.3309999704360962
1553685336.9584212,20000,1.4479999542236328
1553685477.9014814,21000,1.378000020980835
1553685612.5012486,22000,1.4329999685287476
1553685760.2469895,23000,1.4709999561309814
1553685891.3470035,24000,1.4880000352859497
1553686021.3064716,25000,1.4630000591278076
1553686154.6719491,26000,1.4620000123977661
1553686290.3497615,27000,1.5679999589920044
1553686422.7621806,28000,1.50600004196167
1553686564.5020597,29000,1.5670000314712524
1553686700.4195385,30000,1.5499999523162842
1553686839.956449,31000,1.5260000228881836
1553686977.3685355,32000,1.5099999904632568
1553687089.0480576,33000,1.6019999980926514
1553687201.6962442,34000,1.61899995803833
1553687312.6414673,35000,1.6230000257492065
1553687429.1331286,36000,1.7480000257492065
1553687543.0781379,37000,1.652999997138977
1553687657.9993732,38000,1.777999997138977
1553687778.3189054,39000,1.7350000143051147
1553687895.5619898,40000,1.6710000038146973
1553688006.194716,41000,1.6519999504089355
1553688124.420648,42000,1.7200000286102295
1553688239.6155484,43000,1.7430000305175781
1553688355.919797,44000,1.7869999408721924
1553688492.2537816,45000,1.815000057220459
1553688605.7816186,46000,1.8029999732971191
1553688720.8983774,47000,1.8040000200271606
1553688856.6855576,48000,1.8940000534057617
1553688993.4882903,49000,1.8600000143051147
1553689135.63439,50000,1.9320000410079956
1553689271.702802,51000,1.9049999713897705
1553689416.1299882,52000,1.9800000190734863
1553689548.9064586,53000,1.9470000267028809
1553689723.9896708,54000,1.9299999475479126
1553689873.8325381,55000,1.940000057220459
1553690009.471321,56000,1.878999948501587
1553690127.73888,57000,1.9019999504089355
1553690244.582,58000,1.996000051498413
1553690362.4109554,59000,2.0230000019073486
1553690479.113278,60000,2.0280001163482666
1553690620.676718,61000,2.062999963760376
1553690747.8008091,62000,2.0169999599456787
1553690868.6459818,63000,2.0910000801086426
1553690984.067794,64000,1.9989999532699585
1553691118.3492224,65000,2.0329999923706055
1553691258.6771624,66000,1.9759999513626099
1553691397.3334267,67000,2.007999897003174
1553691534.5203795,68000,2.0209999084472656
1553691654.0455132,69000,1.9010000228881836
1553691769.7228239,70000,2.0490000247955322
1553691885.2066042,71000,2.0380001068115234
1553692003.1295338,72000,2.075000047683716
1553692118.1913197,73000,2.052999973297119
1553692252.8791177,74000,2.1010000705718994
1553692392.5853083,75000,2.0769999027252197
1553692523.7388687,76000,1.9730000495910645
1553692660.7384076,77000,2.0490000247955322
1553692796.5664747,78000,1.9900000095367432
1553692934.113191,79000,1.9600000381469727
1553693074.1920133,80000,2.1029999256134033
1553693200.6458924,81000,2.0940001010894775
1553693319.4255779,82000,2.1070001125335693
1553693432.7073636,83000,2.009999990463257
1553693564.7541564,84000,2.075000047683716
1553693704.568648,85000,1.9800000190734863
1553693842.2067642,86000,1.9980000257492065
1553693979.022464,87000,2.0869998931884766
1553694115.7230895,88000,2.0390000343322754
1553694254.3792686,89000,2.0920000076293945
1553694380.098023,90000,2.002000093460083
1553694491.5519655,91000,2.0250000953674316
1553694605.6756268,92000,2.0490000247955322
1553694736.5202868,93000,2.075000047683716
1553694874.8967488,94000,2.063999891281128
1553695011.1917865,95000,2.1440000534057617
1553695145.471185,96000,2.052000045776367
1553695279.1163397,97000,2.11899995803833
1553695416.5209343,98000,2.0950000286102295
1553695548.7697763,99000,2.0320000648498535
1553695678.2235572,99999,2.065999984741211
